ID;family;h;c
0;noisy_quadratic;1.748126944218037;-8.933830832300785
1;noisy_quadratic;8.514972831088368;7.462022916847758
2;noisy_quadratic;6.95509626348911;4.507721719858932
3;noisy_quadratic;4.109532499202409;-4.346219699289755
4;noisy_quadratic;3.872075532309492;-5.809330804975592
5;noisy_quadratic;2.040882708112078;-3.252452603466976
6;noisy_quadratic;2.0779803366517937;-0.5728451048606722
7;noisy_quadratic;1.5977531782023024;-0.1468559560089293
8;noisy_quadratic;0.2090968189791209;4.885738440333638
9;noisy_quadratic;6.439431124008127;7.836230463584386
10;noisy_quadratic;6.318134780919386;3.031608732070808
11;noisy_quadratic;6.400570645260703;5.853167659919709
12;noisy_quadratic;2.9240029457775596;-8.715216751895191
13;noisy_quadratic;0.1487144215934133;0.2127590465254876
14;noisy_quadratic;9.234003750093512;-0.5564282518888515
15;noisy_quadratic;9.540237721855041;1.341286674984005
16;noisy_quadratic;0.18737051981331465;8.713334295115747
17;noisy_quadratic;0.9270723435598194;2.833943838221062
18;noisy_quadratic;6.919676651422781;-8.630497314300635
19;noisy_quadratic;5.37094492362542;-2.016617137078633
20;noisy_quadratic;3.630337647706492;-8.67547822122811
21;noisy_quadratic;2.266311018110143;5.154870163646068
22;noisy_quadratic;6.005974314015253;1.971543475739292
23;noisy_quadratic;3.087032354070627;-1.4828236393134517
24;noisy_quadratic;5.466766381810241;4.655788175226718
25;noisy_quadratic;8.643967880151925;8.021321799275075
26;noisy_quadratic;7.408733648035197;9.630319366597192
27;noisy_quadratic;4.0959553540634674;-1.1807559292882708
28;noisy_quadratic;3.4599907822695366;4.262374389781092
29;noisy_quadratic;7.097535886013455;3.997913497847083
30;noisy_quadratic;3.0606945734003457;-7.658372894695653
31;noisy_quadratic;5.975349090659639;5.381395746942275
32;noisy_quadratic;5.6237310088496795;-4.0919035319164365
33;noisy_quadratic;3.1372340571625843;-5.3290225129790265
34;noisy_quadratic;7.595445096278574;-1.6257823723777616
35;noisy_quadratic;6.649454435472948;9.150656692316211
36;noisy_quadratic;2.5973959937581315;5.9749080897765445
37;noisy_quadratic;5.650004160551674;-2.7223749654365292
38;noisy_quadratic;6.434296149966077;0.7845093860947401
39;noisy_quadratic;9.006487556166542;-2.27744783792152
40;noisy_quadratic;2.3710359440408135;-2.845079910574599
41;noisy_quadratic;9.226343478817363;-6.257366574797281
42;noisy_quadratic;6.04135959336293;2.0169905153179144
43;noisy_quadratic;7.709659801534076;-1.7699937979679632
44;noisy_quadratic;0.1962175730216953;5.629343105342368
45;noisy_quadratic;1.6119911423157984;-4.097335194477609
46;noisy_quadratic;0.07070575612451946;-1.0605588318820836
47;noisy_quadratic;3.6643026938984358;4.278382135749064
48;noisy_quadratic;3.290649202271659;-1.9056511340370186
49;noisy_quadratic;3.7453931625078574;-4.611204317617008
50;noisy_quadratic;3.0423555327063845;-5.1106828141344085
51;noisy_quadratic;2.0285535290450554;-6.285414754266563
52;noisy_quadratic;7.017229235403727;-1.5724055759648152
53;noisy_quadratic;4.1762840411688735;-9.82318967931369
54;noisy_quadratic;9.915686317832964;-4.367566157958538
55;noisy_quadratic;0.5503989031695766;-1.000859975648254
56;noisy_quadratic;8.736173693216276;-0.8484295074396826
57;noisy_quadratic;8.500622719225687;-7.799124186501329
58;noisy_quadratic;8.7841248726868;-7.111779010144574
59;noisy_quadratic;9.727624831500286;0.7039276922921385
60;noisy_quadratic;9.095761246472307;-3.0867505535861772
61;noisy_quadratic;4.479873474398087;-8.497178058873047
62;noisy_quadratic;6.619025053619047;5.745891559873581
63;noisy_quadratic;9.290580854188267;-0.6917221609418611
64;noisy_quadratic;4.604513922831249;3.283403164911345
65;noisy_quadratic;4.861570453679249;-3.398877820597141
66;noisy_quadratic;0.02557079890885161;-9.882023889782259
67;noisy_quadratic;2.4984076057136475;9.080040408224402
68;noisy_quadratic;3.9440115460778435;2.234221329698416
69;noisy_quadratic;1.376695254160596;5.8807241195703615
70;noisy_quadratic;6.964662814280303;-4.2284574240330075
71;noisy_quadratic;6.966242619094423;-6.414547383912124
72;noisy_quadratic;8.196923014746258;3.285025484180027
73;noisy_quadratic;6.938442292287137;-9.982740261445057
74;noisy_quadratic;8.344423015784116;-6.139214480701785
75;noisy_quadratic;6.08783148478381;-6.080616226040503
76;noisy_quadratic;6.5434056381745425;3.411882522270904
77;noisy_quadratic;3.5798824181303956;-1.0534904280565627
78;noisy_quadratic;4.305506481294335;4.408404609740387
79;noisy_quadratic;1.2213460559849998;-9.630683397184033
80;noisy_quadratic;8.346189025983216;-9.045797125305539
81;noisy_quadratic;2.9165289298551267;-2.608235966852992
82;noisy_quadratic;9.8383671334975;3.1079562116206176
83;noisy_quadratic;7.741371923009667;1.130160709526253
84;noisy_quadratic;1.5648070583612361;-6.717041918175202
85;noisy_quadratic;3.9276935952222125;-7.7496603923879785
86;noisy_quadratic;1.6687467298096226;5.834886145884219
87;noisy_quadratic;4.2930068758599536;0.6209516364281988
88;noisy_quadratic;6.720167754557652;-6.60302825839498
89;noisy_quadratic;8.821966408969512;3.474454518615426
90;noisy_quadratic;2.0475112715464916;-8.901829754721987
91;noisy_quadratic;9.407823555655874;4.636745163732369
92;noisy_quadratic;4.385748219083164;-7.533021863065549
93;noisy_quadratic;1.0820117307675603;-9.131762284860713
94;noisy_quadratic;2.0365645606348135;-6.39307495737569
95;noisy_quadratic;6.3066885465111095;3.2617127888442248
96;noisy_quadratic;4.2723246818168;5.578417491055234
97;noisy_quadratic;0.6274788551797994;0.41612450390448963
98;noisy_quadratic;6.162949967034478;0.09061581710031241
99;noisy_quadratic;7.2234968497562235;-1.5786848783052108
