ID,dim,fcn_name,fcn_index,init_sigma,init_loc0,init_loc1,init_loc2,init_loc3,init_loc4,init_loc5,init_loc6,init_loc7,init_loc8,init_loc9
0,10,BentCigar,12,0.6445072293504781,-0.5583895083951825,-1.2642402196582478,-0.6763145232937007,1.4773570607908875,1.3598411747428993,-1.1890641802921549,0.17106267036105885,0.882015463290263,-1.5045065141350318,-2.408758651298553
1,10,Discus,11,0.38722785807748616,-0.013106534798476356,0.5819143822556623,0.9656815835980116,-0.708852156609107,-0.46414114901022535,1.1856983717589271,-0.29687268759080787,-0.13048397540529907,-0.35189634909257195,0.3859248736189737
2,10,Ellipsoid,2,0.7756000572760363,-0.3667512667407971,1.3991983547246165,0.903387674923286,0.8630311454650481,0.8832482170491002,-1.2617235777414928,0.9080948041244448,0.07794072458305364,-0.15126246886212377,1.0552417216407255
3,10,Katsuura,23,0.3145411495606101,2.968790237453326,-0.381620068460509,0.32670180433860097,-0.0710236212848526,0.5837760147071495,0.13213417018290327,0.637165217101185,1.3128096553912705,0.29221978340745147,-0.6075626655066135
4,10,Rastrigin,15,0.9755840391437585,0.8203194383177228,-0.38780329437333455,1.5023218862990497,-0.48466274895167144,-1.8805985403613559,-0.1568630382935388,0.35044060606191774,-0.8101942337638226,-1.5008188708388326,0.9750965000135953
5,10,Rosenbrock,8,0.21861508179621347,1.2572670156064403,1.6390964361397333,-0.9057965951763063,-0.6534336873073536,-0.867351500775034,0.04370010110818079,3.0779145196768276,-0.9735621697280934,0.5339940458385589,-0.5569051439734581
6,10,Schaffers,17,0.11359861382845349,0.9805124664427912,-0.5157759024590967,0.7508145437641799,-0.20384311742338082,0.39115462470354223,-0.5235608506190864,0.6458711812715296,1.298405101492616,0.04606896299780085,-0.07967293779264789
7,10,Schwefel,20,0.5598273465497946,0.923410998224027,-0.9332818713458934,-0.5505381856131137,0.9635081435739082,0.627802416950911,0.7385569482010133,-0.3535477534347573,0.32065232900026874,1.6803738624868252,0.17687526520493474
8,10,Sphere,1,0.6388683335510281,-1.7974798472781595,1.7577480886483676,-0.5045641298755976,0.2813967533229451,-0.5477942210560803,0.7230313999960073,-0.4781050439820484,-0.6895614348100526,-0.5198413529734012,0.7418527359009404
9,10,Weierstrass,16,0.46663032815536654,-0.06419169942448616,-1.1743218143180822,-1.1619447782600079,1.2010536896146236,1.3190191456020464,0.6234945488581985,1.0972975043278306,-1.358930850430029,-0.7578407655714159,-0.2396543500793934
