ID,shift,slope
0,2.0004403531465558,7.903476325943215
1,1.6407243132932918,-34.84998939583534
2,3.268323781709528,41.43718675800875
3,7.927065983576666,30.635520134294104
4,6.871753167284124,52.83829932504182
5,5.49724643967284,-79.11279567476069
6,3.602763557242139,22.83729990508213
7,5.643590513602397,-2.6345196082354416
8,4.639281923938023,-3.202756956257402
9,5.878693188784107,-43.38828986300326
10,3.7350139783017333,52.636936421706515
11,0.8795418518936149,-18.960200165151786
12,5.532417995801869,-37.22413068539305
13,2.8866418381678214,-73.85359799323051
14,5.428701004452449,54.696707262929934
15,9.08552281503164,-77.14358203060382
16,4.206558062237547,85.72842875849051
17,3.6472069607134032,-16.033804527969153
18,3.9102732402275864,-42.96696815599914
19,7.553940244246448,24.19475606301319
20,6.669367860458561,14.100642173484202
21,3.8452857710123904,2.8750442248277386
22,4.678182705854418,95.18726616041549
23,8.896459583831868,73.92774241255641
24,4.710303655368357,-44.61408544903433
25,5.243850849632394,-28.86589931416077
26,7.6590939537629765,69.01383447742538
27,4.98079232033253,86.58416740627281
28,4.890927049145503,59.248051935631466
29,1.917317594895688,-17.203314353729272
30,7.134823094603597,90.12152599218439
31,6.701210417677679,86.98343143371649
32,5.392743645157422,-86.8529982417984
33,-0.08049526082423597,-47.23138225512851
34,3.005180676240308,-83.2439157997209
35,8.151184203514902,68.00457008583444
36,7.1644877097656465,80.96418783555995
37,7.687327603202082,-8.057178270550924
38,5.241123196765221,-95.53497026254456
39,6.075277249817308,31.360430927840667
40,5.066632556112167,-88.42891775440272
41,3.1814936488699397,65.54309887896095
42,8.07204182860885,21.446060555875924
43,5.4778741055048945,96.19408748504674
44,3.26552042284368,-54.959367858678874
45,7.086053999003033,-52.29824406059217
46,3.4594300961468583,-24.544889613509103
47,10.333701923194479,20.353088115740945
48,3.750061606028302,53.934778686114235
49,7.9083464553540725,-64.3011070941866
50,2.364901893839761,-18.878861678990955
51,3.958552118900801,30.74052444519172
52,4.679258462008362,-52.512989001760914
53,5.772621902361655,27.220635925763183
54,6.228253300365035,46.29005753614276
55,4.892010518489452,24.47515686803078
56,3.256121486710895,-64.62686735072833
57,0.2753820358904395,-9.294080203599442
58,4.378996546197524,-79.10514297326507
59,1.6145895434262414,25.619858277286777
60,5.26430409104284,95.69102467385943
61,9.662582780504927,-24.14349373787448
62,3.2018486952045335,80.03618061953739
63,9.227615068108882,-96.66672900214081
64,2.105920527143735,-63.695464338113915
65,6.517552645138437,-4.955336340516281
66,5.769396101854289,-32.976748994551876
67,6.334061761598701,-68.79000233457813
68,8.408403701680157,-72.0262004319543
69,6.1107450113265696,94.42765668661556
70,7.764381348351442,-11.878124480030195
71,1.7628172097093229,31.997837461926395
72,8.1194849187301,20.941866573334767
73,8.70628782903321,44.116061028103594
74,1.5185213534602493,69.25220276403141
75,2.4855590272456722,91.95275480476757
76,4.273605666076583,-6.725777221096518
77,7.565361535159727,-62.34391072760517
78,2.2278336678484494,37.474666966995215
79,5.345383691411692,99.55047065713015
80,2.869135579006856,62.652097509174595
81,8.533937050362042,-57.55166835212462
82,5.6903293012162095,89.49204134146042
83,6.980276208520287,-70.43146873782804
84,6.013403583984786,-61.41679680341533
85,5.672983694811972,63.64883730021721
86,6.211263493744608,-15.083569348878111
87,9.001345507390086,-30.96553844555432
88,7.517744891781442,49.063940993995026
89,4.392082157245719,61.22479267725755
90,3.2402283718069187,-74.31464366042616
91,4.63476610181974,64.3698664050921
92,3.607670445576492,73.5516727996593
93,4.132378379432115,-34.29921587417321
94,5.025439349271062,72.56749509820702
95,3.8783052736089134,27.82460208709686
96,2.1586845778774624,49.95679010344725
97,6.5423589669536915,-96.2747886037286
98,9.820477175666008,-49.20800912149134
99,9.315164943194592,-65.25145953546703
